CustomerKey,Gender,YearlyIncome,MaritalStatus,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,SumProductCost,SumUnitPrice,OrderCount
27992,M,30000.00,S,4,0,High School,Professional,0.8565,2.29,1
28007,M,50000.00,M,3,0,Bachelors,Management,14.9526,39.98,2
28009,F,50000.00,S,4,0,Bachelors,Management,2.7228,7.28,2
28024,M,70000.00,M,5,0,Bachelors,Management,72.8254,194.72,5
28026,F,40000.00,M,2,1,High School,Professional,2.7228,7.28,2
28041,F,60000.00,S,2,1,Partial College,Professional,2171.2942,3578.27,1
28043,F,60000.00,M,2,1,Bachelors,Management,14.9526,39.98,2
28058,F,70000.00,S,2,1,Partial High School,Skilled Manual,8.0373,21.49,1
28060,M,60000.00,M,0,0,Graduate Degree,Professional,14.9526,39.98,2
28073,F,100000.00,S,1,0,Bachelors,Management,2.7228,7.28,2
28075,M,110000.00,S,0,1,Graduate Degree,Management,33.0692,88.42,4
28090,M,40000.00,M,0,0,Partial College,Skilled Manual,14.9526,39.98,2
28092,F,40000.00,S,0,0,High School,Skilled Manual,2171.2942,3578.27,1
28107,F,20000.00,S,2,1,Partial High School,Clerical,508.2457,810.32,4
28109,M,20000.00,S,2,1,Partial High School,Clerical,475.0099,778.62,4
28124,F,40000.00,M,0,0,High School,Skilled Manual,7.9514,21.26,4
28126,F,60000.00,M,0,0,Partial College,Skilled Manual,8.7886,13.98,2
28141,M,50000.00,M,0,0,High School,Professional,35.3356,94.48,2
28143,M,60000.00,S,0,0,Partial College,Professional,8.7886,13.98,2
28158,M,70000.00,S,1,0,Bachelors,Professional,3666.3184,5997.33,3
28160,F,70000.00,S,1,0,Bachelors,Professional,356.7359,574.98,2
28175,M,40000.00,M,4,2,High School,Skilled Manual,2.7228,7.28,2
28177,M,60000.00,S,0,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28190,F,70000.00,S,2,0,Graduate Degree,Professional,3666.3184,5997.33,3
28192,F,70000.00,M,5,5,Graduate Degree,Professional,14.9596,30.48,2
28207,M,80000.00,M,4,4,Graduate Degree,Management,1510.9155,2461.55,4
28209,F,60000.00,M,2,2,Bachelors,Professional,356.7359,574.98,2
28224,M,90000.00,S,2,0,Partial College,Professional,3694.8044,6016.33,3
28226,M,80000.00,M,2,0,Partial High School,Skilled Manual,22.6159,60.47,3
28241,M,100000.00,M,5,2,Partial College,Professional,68.5882,130.46,4
28243,M,130000.00,S,2,2,Bachelors,Management,3690.0674,6060.83,4
28258,F,130000.00,S,1,3,Bachelors,Management,2.7228,7.28,2
28260,M,70000.00,S,5,4,Partial College,Professional,2.7228,7.28,2
28275,M,70000.00,S,2,0,Partial High School,Skilled Manual,14.9526,39.98,2
28277,F,40000.00,S,3,0,Partial College,Professional,1.8663,4.99,1
28292,F,70000.00,S,3,0,Partial High School,Skilled Manual,23.1731,61.96,3
28294,F,60000.00,S,2,0,Partial High School,Skilled Manual,2171.2942,3578.27,1
28307,F,60000.00,M,3,2,Bachelors,Professional,351.6869,561.48,2
28309,F,90000.00,M,2,2,Bachelors,Professional,1495.0242,2419.06,2
28324,M,60000.00,M,1,0,Partial College,Skilled Manual,347.0119,548.98,2
27861,F,10000.00,S,0,0,Partial College,Manual,343.6496,539.99,1
27863,F,20000.00,M,0,0,Bachelors,Clerical,353.1792,565.47,3
27870,M,10000.00,S,1,1,High School,Manual,1495.0242,2419.06,2
27872,M,20000.00,S,0,0,Bachelors,Clerical,1488.8602,2393.06,2
27895,M,20000.00,S,2,0,Partial College,Manual,487.2397,811.32,4
27897,F,30000.00,M,3,0,Bachelors,Clerical,464.4181,750.30,2
27902,F,40000.00,S,3,0,Graduate Degree,Clerical,754.6521,1174.48,2
27904,M,10000.00,M,1,1,High School,Manual,62.1884,156.76,5
27927,M,120000.00,M,3,4,Partial High School,Professional,1.4923,3.99,1
27929,M,170000.00,S,3,3,Partial College,Professional,1.4923,3.99,1
27936,M,60000.00,M,3,1,Partial High School,Skilled Manual,9.3463,24.99,1
27938,M,130000.00,S,4,4,Bachelors,Management,14.5786,38.98,2
27961,M,70000.00,M,5,1,Partial High School,Skilled Manual,11.0256,29.48,2
27963,F,120000.00,M,4,5,Partial College,Management,2.7228,7.28,2
27970,M,80000.00,M,0,0,Bachelors,Professional,24.1119,64.47,3
27972,M,90000.00,M,0,0,Bachelors,Professional,25.4059,67.93,3
27995,M,40000.00,S,4,0,High School,Professional,1.8663,4.99,1
27997,F,50000.00,S,3,0,Graduate Degree,Management,1.8663,4.99,1
28002,F,60000.00,S,3,0,Graduate Degree,Management,14.9526,39.98,2
28004,F,60000.00,M,3,0,Bachelors,Management,2.7228,7.28,2
28027,F,40000.00,M,2,1,High School,Professional,64.6686,119.98,2
28029,M,40000.00,M,2,1,High School,Professional,14.9526,39.98,2
28036,M,40000.00,S,2,1,High School,Professional,2171.2942,3578.27,1
28038,M,70000.00,M,2,1,Partial College,Professional,3665.383,5985.31,5
28061,M,70000.00,S,4,0,Graduate Degree,Professional,3669.6807,6006.32,4
28063,F,70000.00,M,4,0,Graduate Degree,Professional,3696.953,6026.31,5
28070,M,80000.00,S,0,0,Bachelors,Management,3666.3184,5997.33,3
28072,F,80000.00,M,0,0,Bachelors,Management,347.0119,548.98,2
28095,F,30000.00,M,0,0,Partial College,Skilled Manual,0.8565,2.29,1
28097,F,60000.00,S,0,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28104,F,60000.00,M,0,0,Partial College,Skilled Manual,2.7228,7.28,2
28106,F,60000.00,M,0,0,Partial College,Skilled Manual,4.8396,12.94,2
28129,M,50000.00,S,0,0,High School,Skilled Manual,2171.2942,3578.27,1
28131,M,70000.00,S,0,0,Partial College,Professional,3671.547,6011.31,5
28136,F,70000.00,M,2,0,High School,Skilled Manual,1481.9379,2384.07,1
28138,M,100000.00,S,1,0,Bachelors,Management,2.7228,7.28,2
28161,F,60000.00,S,1,0,Bachelors,Professional,2171.2942,3578.27,1
28163,F,60000.00,M,1,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28170,F,60000.00,M,1,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28172,M,60000.00,M,1,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28195,F,80000.00,S,3,0,Graduate Degree,Professional,356.7359,574.98,2
28197,F,60000.00,S,1,0,Bachelors,Professional,2171.2942,3578.27,1
28204,M,100000.00,M,1,0,Graduate Degree,Management,1495.0242,2419.06,2
28206,F,80000.00,S,4,4,Graduate Degree,Management,1487.1665,2398.05,3
28229,F,80000.00,S,2,0,Partial High School,Skilled Manual,10.3861,27.77,3
28231,M,80000.00,S,2,0,Partial High School,Skilled Manual,8.8938,23.78,2
28236,F,120000.00,S,2,2,Bachelors,Management,22.6159,60.47,3
28238,M,120000.00,S,3,2,Bachelors,Management,8.0373,21.49,1
28261,F,80000.00,M,5,4,Partial College,Professional,10.4422,27.92,4
28263,M,80000.00,M,5,4,Partial College,Professional,14.9526,39.98,2
28270,M,60000.00,S,2,0,High School,Professional,2171.2942,3578.27,1
28272,M,70000.00,M,4,3,High School,Professional,61.6654,111.95,4
28295,M,60000.00,M,2,0,Partial High School,Skilled Manual,2171.2942,3578.27,1
28297,F,70000.00,S,3,0,Graduate Degree,Management,3660.1544,5971.33,3
28304,F,60000.00,M,4,4,Bachelors,Professional,34.3968,91.97,3
28306,F,60000.00,M,5,5,Bachelors,Professional,1.8663,4.99,1
28329,M,30000.00,S,2,0,Partial College,Clerical,2.3488,6.28,2
25919,F,30000.00,M,2,0,Partial College,Clerical,763.7182,1248.0782,3
25921,M,30000.00,S,2,0,Partial College,Clerical,762.0245,1253.0682,4
25934,M,70000.00,S,0,0,Partial College,Skilled Manual,24.2989,64.97,3
25936,F,20000.00,S,2,1,Partial High School,Clerical,763.7182,1248.0782,3
25951,M,40000.00,S,0,0,High School,Skilled Manual,2717.0631,4703.31,5
25953,M,40000.00,M,0,0,High School,Skilled Manual,22.4326,59.98,2
25968,M,60000.00,M,4,4,Bachelors,Skilled Manual,9.3463,24.99,1
25970,F,60000.00,S,4,2,Bachelors,Skilled Manual,2658.4738,4603.82,4
25985,M,60000.00,M,3,2,Graduate Degree,Professional,2679.0401,4658.81,5
25987,M,40000.00,M,3,2,High School,Skilled Manual,2691.7375,4639.83,3
26002,M,50000.00,S,0,0,Partial College,Skilled Manual,2713.9831,4699.31,5
26004,F,60000.00,M,1,0,Partial College,Skilled Manual,2718.5061,4698.81,5
26019,M,80000.00,M,4,4,Graduate Degree,Management,1241.3587,1957.47,3
26021,F,100000.00,S,1,0,Graduate Degree,Management,1205.015,1917.46,4
26034,F,60000.00,M,3,3,Bachelors,Professional,8.0373,21.49,1
26036,F,60000.00,S,3,3,Bachelors,Professional,33.2786,88.98,3
26038,F,30000.00,S,0,0,Partial College,Clerical,1546.2251,2503.03,5
26051,M,40000.00,M,3,0,Partial College,Professional,1.8663,4.99,1
26053,M,100000.00,M,3,1,Bachelors,Management,10.2028,27.28,2
19133,M,50000.00,S,2,2,Bachelors,Skilled Manual,1082.51,1700.99,1
19135,M,60000.00,M,0,0,Graduate Degree,Professional,26.1763,69.99,1
19150,F,60000.00,M,4,4,Bachelors,Skilled Manual,24.6654,65.95,4
19152,M,60000.00,M,4,4,Bachelors,Skilled Manual,33.0986,78.98,2
19167,F,60000.00,S,2,2,Graduate Degree,Professional,713.0798,1120.49,1
19169,F,60000.00,S,3,2,Graduate Degree,Professional,751.5721,1170.48,2
19182,M,30000.00,S,0,0,High School,Manual,14.9526,39.98,2
19184,F,10000.00,S,0,0,Partial High School,Manual,9.3463,24.99,1
19199,M,40000.00,S,3,3,Partial College,Clerical,718.3084,1134.47,3
19201,M,60000.00,M,0,0,Graduate Degree,Skilled Manual,713.0798,1120.49,1
19216,M,30000.00,S,2,0,High School,Skilled Manual,40.3586,54.98,2
19218,M,40000.00,M,1,0,Partial College,Clerical,74.6709,132.97,3
19233,M,60000.00,M,4,0,Graduate Degree,Skilled Manual,26.1763,69.99,1
19235,F,50000.00,M,0,0,Graduate Degree,Skilled Manual,64.6686,119.98,2
19250,F,10000.00,M,1,0,Bachelors,Manual,11.6951,31.27,3
19252,F,10000.00,M,2,0,Partial College,Manual,35.5189,94.97,3
19267,M,10000.00,M,0,0,Partial College,Manual,15.8128,42.28,3
19269,F,10000.00,S,0,0,High School,Manual,2514.9438,4118.26,2
19284,F,30000.00,M,1,0,Graduate Degree,Clerical,1701.2455,2736.4175,3
19286,F,30000.00,M,3,0,Bachelors,Clerical,1729.7315,2755.4175,3
19299,F,50000.00,M,0,0,Graduate Degree,Skilled Manual,922.0876,1587.4075,3
19301,F,20000.00,M,2,0,Partial College,Manual,923.2134,1590.4175,3
19316,M,20000.00,M,1,1,Partial College,Manual,1688.1592,2701.4275,2
19318,M,30000.00,S,1,1,Bachelors,Clerical,1610.7889,2537.97,3
19333,F,30000.00,M,1,1,Bachelors,Skilled Manual,13.1761,35.23,3
19335,M,20000.00,S,3,3,High School,Manual,1241.3587,1957.47,3
19350,F,40000.00,M,1,0,Bachelors,Skilled Manual,8.8938,23.78,2
19352,M,30000.00,S,2,2,Partial College,Clerical,8.7886,13.98,2
19367,M,30000.00,S,3,3,Partial College,Clerical,43.4386,58.98,2
19369,M,30000.00,S,4,4,Partial College,Clerical,23.9249,63.97,3
19384,M,20000.00,S,0,0,Partial High School,Manual,12.0728,32.28,2
19386,M,30000.00,S,0,0,Partial College,Clerical,1212.8727,1938.47,3
19399,M,40000.00,S,0,0,Bachelors,Professional,56.635,151.43,6
19401,M,60000.00,S,0,0,Graduate Degree,Professional,751.5721,1170.48,2
19403,F,60000.00,S,0,0,Graduate Degree,Professional,726.1661,1155.48,2
19416,F,30000.00,M,3,0,Bachelors,Clerical,2172.7895,3476.3875,3
19418,M,40000.00,S,3,0,Graduate Degree,Clerical,2172.7895,3476.3875,3
19433,F,30000.00,M,0,0,Bachelors,Clerical,2173.6834,3478.7775,3
27917,F,60000.00,S,0,0,Partial College,Skilled Manual,2171.2942,3578.27,1
27918,F,70000.00,M,0,0,Partial College,Skilled Manual,3666.7972,5998.61,5
27931,F,110000.00,M,3,4,Partial College,Professional,2.7228,7.28,2
27932,F,110000.00,S,3,4,Partial College,Professional,46.1816,123.48,3
27949,M,170000.00,S,0,5,Bachelors,Management,348.8782,553.97,3
27950,M,80000.00,M,4,1,Partial College,Professional,1.8663,4.99,1
27967,F,170000.00,S,5,5,Partial High School,Professional,348.8782,553.97,3
27968,M,70000.00,M,0,0,Bachelors,Professional,14.9526,39.98,2
27981,F,80000.00,S,0,0,Bachelors,Professional,14.9526,39.98,2
27982,M,120000.00,S,0,5,Partial High School,Professional,367.3986,603.49,2
27985,F,100000.00,S,0,5,Partial High School,Professional,343.6496,539.99,1
27999,M,60000.00,S,3,0,Graduate Degree,Management,63.4472,102.96,4
28000,F,60000.00,S,3,0,Graduate Degree,Management,35.3356,94.48,2
28017,M,30000.00,S,5,0,Partial High School,Clerical,2171.2942,3578.27,1
28018,F,30000.00,S,2,1,Partial High School,Skilled Manual,2171.2942,3578.27,1
28031,F,70000.00,S,2,1,Bachelors,Management,3704.8107,6047.32,4
28032,F,70000.00,M,2,1,Bachelors,Management,48.0219,75.47,3
28035,F,40000.00,M,2,1,High School,Professional,26.1763,69.99,1
28049,M,70000.00,S,4,2,Partial College,Professional,10.3861,27.77,3
28050,M,80000.00,M,3,1,Bachelors,Management,8.0373,21.49,1
28067,F,80000.00,M,3,0,Graduate Degree,Professional,3666.3184,5997.33,3
28068,F,80000.00,S,3,0,Graduate Degree,Professional,3675.4777,6021.82,4
28082,M,100000.00,S,3,0,Bachelors,Management,22.6159,60.47,3
28085,M,40000.00,M,0,0,High School,Skilled Manual,1.8663,4.99,1
28099,M,70000.00,M,0,0,Partial College,Skilled Manual,3675.4777,6021.82,4
28100,F,90000.00,S,4,4,Partial College,Skilled Manual,18.6889,49.97,3
28117,M,40000.00,S,3,0,Partial High School,Clerical,353.1792,565.47,3
28118,F,80000.00,M,2,0,Partial College,Skilled Manual,361.9645,588.96,4
28132,M,80000.00,S,2,0,High School,Skilled Manual,347.0119,548.98,2
28135,F,70000.00,S,2,0,High School,Skilled Manual,350.5719,548.98,2
28149,M,60000.00,M,4,2,Bachelors,Skilled Manual,2171.2942,3578.27,1
28150,M,60000.00,S,4,2,Bachelors,Skilled Manual,2171.2942,3578.27,1
28167,M,60000.00,S,1,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28168,F,60000.00,M,1,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28182,M,60000.00,M,1,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28185,M,60000.00,M,1,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28199,F,60000.00,S,1,0,Bachelors,Professional,2171.2942,3578.27,1
28200,F,60000.00,M,1,0,Bachelors,Professional,2171.2942,3578.27,1
28217,F,110000.00,S,1,0,Graduate Degree,Management,1490.9963,2408.29,5
28218,F,70000.00,M,5,5,Bachelors,Professional,7.0949,18.97,3
28232,M,90000.00,S,4,4,Partial College,Professional,53.7738,143.78,3
28235,M,120000.00,S,2,2,Bachelors,Management,14.9596,30.48,2
28249,F,90000.00,M,0,0,Partial College,Professional,10.4572,27.96,4
28250,M,100000.00,M,0,2,Partial College,Professional,3694.8044,6016.33,3
28267,F,110000.00,M,1,3,Partial College,Professional,24.1119,64.47,3
28268,F,120000.00,S,1,3,High School,Professional,3666.3184,5997.33,3
28282,F,50000.00,S,2,0,Graduate Degree,Management,1.8663,4.99,1
28285,F,100000.00,M,3,2,Partial College,Professional,3666.3184,5997.33,3
28299,M,40000.00,S,3,0,Partial College,Professional,2171.2942,3578.27,1
28300,F,30000.00,S,4,0,High School,Professional,0.8565,2.29,1
28317,M,60000.00,M,1,0,Partial College,Skilled Manual,343.6496,539.99,1
28318,F,60000.00,M,1,0,Bachelors,Professional,356.7359,574.98,2
28332,M,40000.00,M,0,0,High School,Skilled Manual,35.3356,94.48,2
28335,F,30000.00,M,0,0,High School,Skilled Manual,48.4946,62.98,2
28349,F,40000.00,S,2,0,Bachelors,Management,14.9526,39.98,2
28350,F,60000.00,S,2,0,Graduate Degree,Management,8.7886,13.98,2
27952,M,90000.00,M,4,1,High School,Professional,1568.6326,2479.94,3
27954,F,80000.00,S,4,1,High School,Professional,14.9526,39.98,2
27977,M,100000.00,S,0,5,High School,Management,348.8782,553.97,3
27979,M,80000.00,M,0,0,Bachelors,Professional,1.8663,4.99,1
27986,M,110000.00,S,0,5,High School,Management,348.8782,553.97,3
27988,M,40000.00,M,4,0,High School,Professional,2.7228,7.28,2
28011,M,60000.00,M,4,0,Bachelors,Management,2.7228,7.28,2
28013,M,30000.00,M,4,0,High School,Professional,2171.2942,3578.27,1
28020,M,40000.00,S,5,0,High School,Professional,14.9526,39.98,2
28022,M,40000.00,S,5,0,High School,Professional,2171.2942,3578.27,1
28045,M,40000.00,M,2,1,Partial High School,Skilled Manual,64.6686,119.98,2
28047,M,60000.00,S,2,1,Partial College,Professional,2171.2942,3578.27,1
28052,M,60000.00,M,2,1,High School,Professional,25.4059,67.93,3
28054,F,70000.00,M,4,2,Partial College,Professional,9.5296,25.48,2
28056,M,70000.00,M,2,1,Partial High School,Skilled Manual,14.9596,30.48,2
28077,F,120000.00,S,0,0,Bachelors,Management,8.0373,21.49,1
28079,F,90000.00,M,4,4,Partial College,Skilled Manual,14.9526,39.98,2
28081,F,100000.00,M,3,0,Bachelors,Management,9.5296,25.48,2
28086,F,40000.00,S,0,0,Partial College,Skilled Manual,62.1888,166.28,3
28088,M,40000.00,M,0,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28111,M,20000.00,M,2,1,Partial High School,Clerical,528.812,865.31,5
28113,F,30000.00,S,3,0,High School,Skilled Manual,520.9108,901.35,2
28120,M,80000.00,S,2,0,Partial College,Skilled Manual,343.6496,539.99,1
28122,M,40000.00,M,0,0,High School,Skilled Manual,14.9526,39.98,2
28145,M,60000.00,S,0,0,Partial College,Professional,2171.2942,3578.27,1
28147,M,60000.00,S,4,4,Bachelors,Skilled Manual,2171.2942,3578.27,1
28154,F,70000.00,S,0,0,Bachelors,Professional,3656.5944,5971.33,3
28156,F,70000.00,S,0,0,Bachelors,Professional,3666.3184,5997.33,3
28179,M,60000.00,S,0,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28181,F,60000.00,M,1,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28186,F,60000.00,M,1,0,Partial College,Skilled Manual,2171.2942,3578.27,1
28188,F,60000.00,S,4,3,Bachelors,Professional,11.0256,29.48,2
28211,M,60000.00,M,2,2,Bachelors,Professional,343.6496,539.99,1
28213,M,70000.00,M,5,5,Bachelors,Professional,14.9526,39.98,2
28220,F,80000.00,S,5,5,Bachelors,Professional,8.7886,13.98,2
28222,M,60000.00,S,2,0,High School,Professional,2171.2942,3578.27,1
28245,M,80000.00,S,3,0,Partial College,Professional,2.7228,7.28,2
28247,M,90000.00,S,2,1,Partial College,Professional,3653.2321,5962.34,2
28254,F,80000.00,S,5,4,Partial College,Professional,62.1888,166.28,3
28256,M,90000.00,M,5,4,Partial College,Professional,11.0256,29.48,2
28279,M,50000.00,M,2,0,Graduate Degree,Management,2.7228,7.28,2
28281,M,70000.00,M,4,0,Graduate Degree,Management,2.7228,7.28,2
28286,F,100000.00,M,0,3,Partial College,Professional,1.8663,4.99,1
28288,M,110000.00,S,3,3,Partial College,Professional,3706.9553,6039.30,6
28290,M,70000.00,S,2,0,Partial High School,Skilled Manual,24.1119,64.47,3
28311,M,100000.00,S,0,0,Graduate Degree,Management,1485.3002,2393.06,2
28313,M,60000.00,S,1,0,Bachelors,Professional,407.3791,647.94,6
28315,F,60000.00,S,1,0,Bachelors,Professional,349.9852,556.93,3
28320,F,60000.00,S,1,0,Partial College,Skilled Manual,343.6496,539.99,1
28322,M,70000.00,S,0,0,Bachelors,Professional,11.0256,29.48,2
28345,F,40000.00,M,0,0,High School,Skilled Manual,1.8663,4.99,1
28347,F,40000.00,S,0,0,High School,Skilled Manual,27.6612,73.96,4
28354,M,40000.00,S,0,0,Bachelors,Professional,2171.2942,3578.27,1
28356,M,50000.00,M,3,3,Bachelors,Skilled Manual,22.4326,59.98,2
28413,M,10000.00,M,0,0,Partial High School,Manual,8.8938,23.78,2
28415,F,40000.00,M,1,0,Bachelors,Skilled Manual,1501.9465,2428.05,3
19435,M,30000.00,M,0,0,Bachelors,Clerical,2165.8257,3457.7675,4
19450,M,30000.00,M,1,1,Bachelors,Clerical,1173.027,1887.5582,5
19452,M,40000.00,M,0,0,Bachelors,Clerical,951.8996,1611.46,4
19467,F,20000.00,S,3,3,High School,Manual,2179.7118,3485.3775,4
19469,F,10000.00,S,3,2,Partial High School,Manual,14.5786,38.98,2
19484,M,30000.00,M,2,2,Partial College,Clerical,14.5786,38.98,2
19486,F,40000.00,M,1,0,Bachelors,Skilled Manual,64.2872,118.96,4
19501,F,30000.00,M,1,0,Partial College,Clerical,1126.2261,1819.5882,2
19503,F,40000.00,M,1,0,Bachelors,Skilled Manual,828.4612,1391.95,5
19516,F,30000.00,S,0,0,Partial College,Clerical,1.4923,3.99,1
19518,M,30000.00,S,0,0,Partial College,Clerical,1173.8777,1894.0682,4
19520,F,20000.00,M,0,0,Partial High School,Manual,57.8409,87.97,3
19533,F,60000.00,S,0,0,Graduate Degree,Professional,726.1661,1155.48,2
19535,M,60000.00,S,0,0,Graduate Degree,Professional,751.5721,1170.48,2
19550,M,60000.00,M,1,0,Bachelors,Professional,768.7984,1269.47,4
19552,F,70000.00,M,5,4,Graduate Degree,Professional,26.1763,69.99,1
19567,F,70000.00,M,5,5,Bachelors,Professional,60.6351,104.96,3
19569,F,70000.00,M,5,5,Bachelors,Professional,63.3579,112.24,5
19584,M,70000.00,S,0,0,Bachelors,Professional,43.661,116.74,6
19586,M,70000.00,S,0,0,Bachelors,Professional,3739.3284,6056.61,3
19601,M,60000.00,M,1,0,Partial College,Skilled Manual,3266.8905,5314.25,3
19603,F,100000.00,S,0,0,Bachelors,Professional,22.2382,59.46,4
19618,M,70000.00,M,5,4,Partial College,Skilled Manual,48.2345,119.45,5
19620,M,60000.00,S,1,0,Partial College,Skilled Manual,3253.8042,5279.26,2
19633,F,30000.00,S,0,0,High School,Skilled Manual,22.4326,59.98,2
19635,F,40000.00,S,0,0,High School,Skilled Manual,35.3356,94.48,2
19637,M,40000.00,S,0,0,High School,Skilled Manual,33.0986,78.98,2
19650,F,30000.00,M,2,0,Partial College,Clerical,15.8128,42.28,3
19652,M,40000.00,S,2,0,Bachelors,Management,3266.8905,5314.25,3
19667,M,20000.00,M,4,0,High School,Skilled Manual,77.8354,150.95,5
19669,F,40000.00,S,0,0,Partial College,Skilled Manual,33.0986,78.98,2
19684,F,90000.00,S,0,0,Partial College,Professional,33.0986,78.98,2
19686,M,130000.00,M,2,2,Graduate Degree,Management,26.1763,69.99,1
19701,F,60000.00,M,2,0,High School,Professional,737.0047,1184.46,4
19703,F,60000.00,M,2,0,High School,Professional,26.1763,69.99,1
19718,F,70000.00,M,3,1,High School,Professional,313.8205,579.97,3
19720,F,70000.00,M,3,0,Graduate Degree,Management,33.0986,78.98,2
19735,F,70000.00,M,5,0,Graduate Degree,Management,306.6488,572.26,4
27859,M,20000.00,M,1,0,Partial College,Manual,474.5311,777.34,2
27874,M,20000.00,S,0,0,Bachelors,Clerical,782.625,1288.31,5
27876,M,10000.00,M,1,1,High School,Manual,755.1508,1214.85,1
27889,F,10000.00,S,1,1,High School,Manual,26.771,71.58,3
27891,M,20000.00,M,1,1,Partial College,Manual,368.8868,597.95,5
27893,M,10000.00,S,1,1,High School,Manual,13.0489,34.89,2
27906,M,10000.00,M,2,2,High School,Manual,343.6496,539.99,1
27908,F,20000.00,S,0,0,Partial College,Manual,481.4534,786.33,3
27923,M,130000.00,S,2,3,Bachelors,Management,10.8423,28.99,1
27925,M,150000.00,S,2,3,High School,Professional,14.5786,38.98,2
27940,M,130000.00,S,4,4,Partial College,Professional,14.5786,38.98,2
27942,M,90000.00,S,4,2,High School,Professional,11.0256,29.48,2
27957,F,130000.00,S,4,5,High School,Professional,2.3488,6.28,2
27959,M,110000.00,S,4,5,Partial College,Management,40.3586,54.98,2
27974,M,160000.00,S,2,5,High School,Management,348.8782,553.97,3
27976,F,90000.00,S,0,0,Bachelors,Professional,43.4386,58.98,2
27991,F,30000.00,M,4,0,High School,Professional,0.8565,2.29,1
27993,M,30000.00,S,4,0,High School,Professional,0.8565,2.29,1
28006,M,50000.00,S,3,0,Bachelors,Management,2.7228,7.28,2
28008,F,60000.00,S,4,0,Bachelors,Management,2.7228,7.28,2
28420,F,40000.00,M,1,0,Bachelors,Skilled Manual,2630.4628,4534.46,4
28422,F,30000.00,S,5,5,Partial College,Clerical,13.0489,34.89,2
28445,M,30000.00,S,0,0,Partial College,Clerical,12.7086,33.98,2
28447,M,10000.00,S,0,0,Partial High School,Manual,26.1763,69.99,1
28454,F,10000.00,M,1,0,Bachelors,Manual,33.2749,88.97,3
28456,M,20000.00,M,1,0,Graduate Degree,Clerical,26.1763,69.99,1
28479,M,10000.00,S,0,0,Partial College,Manual,516.1034,831.33,3
28481,F,10000.00,M,0,0,Partial College,Manual,475.0099,778.62,4
28488,M,20000.00,S,0,0,Partial College,Manual,461.4448,742.35,1
28490,F,20000.00,S,2,0,Partial College,Manual,475.0099,778.62,4
28513,F,20000.00,M,0,0,Partial College,Manual,487.2397,811.32,4
28515,M,10000.00,M,2,2,High School,Manual,353.1792,565.47,3
28520,F,40000.00,M,0,0,Graduate Degree,Clerical,1844.022,3226.8996,3
28522,F,60000.00,M,0,0,Graduate Degree,Skilled Manual,742.0574,1197.97,4
28524,F,60000.00,M,0,0,Graduate Degree,Skilled Manual,1487.1665,2398.05,3
28545,M,20000.00,M,0,0,Partial High School,Manual,74.6709,132.97,3
28547,F,20000.00,S,0,0,Partial High School,Manual,1105.81,2049.0982,1
28549,F,40000.00,M,1,1,Bachelors,Skilled Manual,1494.6465,2418.05,3
28554,F,40000.00,M,1,1,Bachelors,Skilled Manual,726.1661,1155.48,2
28556,F,40000.00,M,1,1,Bachelors,Skilled Manual,726.1661,1155.48,2
28579,F,80000.00,S,0,0,Graduate Degree,Skilled Manual,2.7228,7.28,2
28581,F,20000.00,S,2,0,Partial High School,Manual,64.6686,119.98,2
28588,F,40000.00,M,1,0,Partial College,Clerical,2171.2942,3578.27,1
28590,M,20000.00,S,3,0,Partial High School,Clerical,22.2456,59.48,2
28613,M,30000.00,M,2,0,High School,Skilled Manual,6.9223,8.99,1
28615,M,20000.00,M,2,1,Partial High School,Clerical,6.9223,8.99,1
28622,F,40000.00,M,1,0,Partial College,Clerical,33.0842,88.46,4
28624,M,40000.00,S,2,0,Partial College,Clerical,2171.2942,3578.27,1
28647,F,50000.00,M,1,1,Graduate Degree,Skilled Manual,2171.2942,3578.27,1
28649,M,60000.00,S,1,0,Graduate Degree,Skilled Manual,2171.2942,3578.27,1
28654,M,60000.00,M,1,0,Graduate Degree,Professional,2171.2942,3578.27,1
28656,M,60000.00,M,2,2,Bachelors,Skilled Manual,2171.2942,3578.27,1
28679,M,60000.00,S,0,0,Graduate Degree,Professional,10.2028,27.28,2
28681,F,60000.00,M,0,0,Graduate Degree,Professional,9.3463,24.99,1
28688,F,30000.00,S,0,0,Bachelors,Clerical,520.9108,901.35,2
28690,M,30000.00,S,0,0,Bachelors,Clerical,1105.81,2049.0982,1
28713,M,40000.00,M,0,0,Graduate Degree,Clerical,1831.9761,3204.5782,3
28715,F,60000.00,S,2,2,Bachelors,Professional,361.9645,588.96,4
28722,F,20000.00,S,0,0,Partial High School,Manual,64.6686,119.98,2
